file_in,title,journal,average marginal component effect,average treatment effect,carr.{20}exper,\bcausal\b,causal inference,choice experi,coefficient,condition,"conduct.{1,70}exper",confidence interval,joint analysis,joint experiment,control,control condition,control group,design,difference-in-differences,\beffect\b,estimator,"experi.{1,120}conduct",experi.{20}carri,"experi.{1,40}we","experi.{1,30}design","experiment.{1,10}design","experiment.{1,10}group","experiment.{1,10}manipul","experiment.{1,10}research",field experiment,"group.{1,10}treat",instrumental variable,interaction,internet experiment,intervention,"i{1,20}ran","i{1,20}random",lab experiment,laboratory experiment,likelihood estimator,list experim,list survey,manipulat,marginal means,maximum likelihood estimator,measure,mechanical turk,mturk,multilevel experiment,natural experiment,null result,\bols\b,"original.{1,10}experim",\bour\b,"our.{1,10}game","our.{1,20}experi","our.{1,30}find",p <,p =,p >,p<,p=,p>,participa,"participants.{1,30}assign",plot,polimetrix,post-test,posttest,pre-experiment,pre-test,predict,predicted probab,pretest,qualtrics,quasi-experi,random utility model,"random.{1,30}assign",randomi[sz]ed control trial,rct,rdd,recruit,"recruit.{1,20}participa","recruit.{1,20}respond","recruit.{1,20}subject",regression,respon,"respond.{1,10}were",review,sample size,simulat,statistical significance,statistically significant,"study.{1,20}experi",subject,"subject.{1,20}recruit",survey experi,systematic review,the experi,this experi,treatment effect,treatment group,thought experi,group experi,"use.{1,30}experi","using.{1,10}experiment","utili[sz].{1,70}exper",validity,vignette,vignette experiment,\bwe\b,"we.{1,150}experiment","we.{1,20}carr","we.{1,20}conduct","we.{1,20}design","we.{1,20}field","we.{1,20}find","we.{1,20}ran","we.{1,20}randomi","we.{1,20}recrui","we.{1,20}test","we.{1,40}design",yougov,µ,β,computation,regression discontinuity,discrete choice,cluster,choice experi,monte carlo,player,"experi.{1,10}condition","experi.{1,10}session",counterfact,count_experiment,exp_header,exp_sum,exp_avg,prereg_context,prereg_term_context,nchar
10.1017_gov.2018.7,The twilight of the polls? {A} review of trends in polling accuracy and the causes of polling misses,Government and Opposition,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,5,0,2,0,1,112,0,30,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,46,2,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,3,0,322,2.42105263157895,"dy happened (gayo-avello 2012). when forecasts are actually preregistered, the performance has been poor (burnap et al. 2015). summarizing the existing research, mellon (2018) concludes that without validation against representative data, there is little hope that social media data will consistently outperform traditional data sources. review article 779 © the authors 2018. published by government and opposition limited and cambridge university press https://doi",,100272
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"n presents an experimental design, with an irb-approved and preregistered instrument, to detect the eﬀect of social media frames on perceived health and job risks.3 this experiment exposed respondents to high-level politicians’ 2 latin american politics and society 63: 1 positive and negative social media messages about covid-19, and measured shar- ing and emotional responses, as well as their eﬀects on perceived risk. overall, the analysis ﬁnds critical partisa","online sup- plementary information or can be requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference fo",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,k perceptions during the covid-19 pandemic. the ﬁrst set of preregistered hypotheses tests for the eﬀect of social media content on per- ceptions of risk and government performance. we consider the eﬀects of negative and positive messages and the extent to which the eﬀect interacts with partisan cog- nitive congruence or dissonance between the authors of the message and the respon- dents’ preferences. positive messages bring to voters the willingness of politica,"requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference for our question: if the runoﬀ presiden",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714," rather than vote for either bolsonaro or haddad. we had no preregistered expectation for this group, but we believe the dis- cussion and results are worthy of being reported. among independents, we see that messages by haddad increase evaluations of the government while messages from bolsonaro decrease them (p < 0.05). diﬀerent from partisans, the most interesting ﬁnding is that positive messages modestly increase perceptions of job and health risks. we interpr","online sup- plementary information or can be requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference fo",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"rall, our survey experiment ﬁnds no robust evidence for our preregistered hypotheses. although we ﬁnd consistent and robust partisan diﬀerences on nonex- perimental survey responses to risk and support for the government during the pan- demic, exposure to distinct framing on social media seems to alter little how citizens update their beliefs. only one of our hypotheses is conﬁrmed: voters of the opposi- tion feel more at risk when treated with a negative messag","requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference for our question: if the runoﬀ presiden",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"al diﬀerences across frames. and did not conﬁrm most of our preregistered hypotheses, we report our experimen- tal results as indicating null eﬀects for framing. this ﬁnding goes in the direction of previous investigations about the covid-19 pandemic in the u.s. context (gadar- ian et al. 2020) and suggests an environment saturated by social media, which would explain why framing and endorsements have no eﬀect on risk perceptions. in addition, two risk diﬀerence","online sup- plementary information or can be requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference fo",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"our experiment and are purely exploratory, since we did not preregister these expectations. first, among independ- ents, positive messages are read as posturing, increasing their job risk perception and support for the government. in a polarized environment, crossing the aisle seems to signal to independents that the crisis is rather serious. second, negative messages minimizing the risks of covid-19, sent by core members of the government, seem to hurt bolsonar","requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference for our question: if the runoﬀ presiden",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"nformation exchanges are increasingly important. beyond the preregistered ﬁndings, this research provides novel evidence of the partisan online behavior of negative and positive social media messages. measures of the social media response to our treatments provide clear evi- dence that positive messages were more extensively shared by all voters, in-group and out-group, and that negative messages activated a smaller number of intense voters. negative social medi","online sup- plementary information or can be requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference fo",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"ry information or can be requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference for our question: if the runoﬀ presidential election “were to take place next week,” whom would you vote for? we provided respo","requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference for our question: if the runoﬀ presiden",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"ttps://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference for our question: if the runoﬀ presidential election “were to take place next week,” whom would you vote for? we provided respondents with three possible choices: jair bolsonaro, fernando haddad, and other/blank/null. we considered independents ","online sup- plementary information or can be requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference fo",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"ewhat inappropriate, very inappropriate). 7. at the time we preregistered our experimental design, we could not anticipate that our ongoing survey recruitment would allow us to perform the diﬀerence-in-diﬀerence analy- sis measuring the eﬀects of bolsonaro’s speech on risk perceptions. therefore, our empirical analysis and theoretical expectations for this section were not preregistered. 8. such a decision reduces the chance that the estimate is capturing some o","requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference for our question: if the runoﬀ presiden",66233
10.1017_lap.2020.30,"Will i get covid-19? {Partisanship}, social media frames, and perceptions of health risk in brazil",Latin American Politics and Society,0,0,0,1,0,0,0,3,1,0,0,0,11,0,1,12,0,2,0,1,0,7,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,40,0,15,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,5,135,2,2,2,0,0,0,0,10,0,2,0,14,3,0,0,0,0,0,0,0,4,0,0,70,14,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,418,3.14285714285714,"ysis and theoretical expectations for this section were not preregistered. 8. such a decision reduces the chance that the estimate is capturing some omitted factor, varying over time. in such a small time interval, it is unlikely that something else has aﬀected perceptions of risk about covid other than the presidential speech. 9. we designed the four experimental treatments as tweets, identical in form and structure to those published on the social media platfo","online sup- plementary information or can be requested from the authors. 3. the preregistration and preanalysis plan are available here: https://osf.io/c67m3 4. the data conﬁrm only one of our four preregistered hypotheses. 5. we consider respondents as bolsonaro supporters, haddad supporters, or independ- ents depending on their reported voting preference fo",66233
10.1017_pan.2016.6,Combining double sampling and bounds to address nonignorable missing outcomes in randomized experiments,Political Analysis,0,4,0,11,6,0,0,17,2,21,0,0,38,0,11,20,0,9,26,4,0,7,2,2,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,2,28,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,57,0,9,2,7,1,1,0,107,0,2,0,1,0,13,9,0,1,1,0,0,1,0,0,85,15,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47,1,558,4.19548872180451,"ity irb (protocol aaap1312) and the empirical analyses were preregistered at egap.org (id: 20150702aa). easy-to-use software for the statistical programming language r that implements the methods described in this paper is available at github.com/acoppock/attrition. the replication materials for all analyses reported here are available at dx.doi.org/10.7910/dvn/aqb4mp. 1 in other cases, outcomes may not even be well defined for some subjects, an example being wa",by the columbia university irb (protocol aaap1312) and the empirical analyses were preregistered at egap.org (id: 20150702aa). easy-to-use software for the statistical programming language r that implements the methods described in this paper is available at github.com/acoppock/attrition. the replication materials for all analyses reported here are ava,68846
10.1017_pan.2016.6,Combining double sampling and bounds to address nonignorable missing outcomes in randomized experiments,Political Analysis,0,4,0,11,6,0,0,17,2,21,0,0,38,0,11,20,0,9,26,4,0,7,2,2,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,2,28,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,57,0,9,2,7,1,1,0,107,0,2,0,1,0,13,9,0,1,1,0,0,1,0,0,85,15,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47,1,558,4.19548872180451,"ity irb (protocol aaap1312) and the empirical analyses were preregistered at egap.org (id: 20150702aa). easy-to-use software for the statistical programming language r that implements the methods described in this paper is available at github.com/acoppock/attrition. the replication materials for all analyses reported here are available at dx.doi.org/10.7910/dvn/aqb4mp. 1 in other cases, outcomes may not even be well defined for some subjects, an example being wa",stability fails to hold if treatment effects decay(orincrease)overtimeandthereexistsanappreciabletimegapbetweentheinitialoutcome data collection and the follow-up data collection. researchers using a double sampling design to address missing outcome data in randomized experiments should explicitly discuss the plausibility of outcome stability in light ,68846
10.1017_pan.2017.22,Using split samples to improve inference on causal effects,Political Analysis,0,0,0,4,1,0,1,3,0,0,0,0,27,0,0,6,0,31,1,0,0,2,0,0,0,0,1,2,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,12,4,0,7,24,17,0,0,0,20,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,88,5,0,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,17,0,321,2.41353383458647,"the results, this would allow authors to have a record of a preregistered design when they submit the papertoanotherjournal.thatpapwouldlikelybesuperiortotheonethatresearcherswouldhave prepared on their own. marcel fafchamps and julien labonne  political analysis 479 downloaded from https://www.cambridge.org/core. australian national university, on 11 aug 2021 at 21:45:32, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/t",discuss a statistical procedure to carry out empirical research that combines recent insights about preanalysis plans (paps) and replication. researchers send their datasets to an independent third party who randomly generates training and testing samples. researchers perform their analysis on the training sample and are able to incorporate feedback from both,66376
10.1017_pan.2017.22,Using split samples to improve inference on causal effects,Political Analysis,0,0,0,4,1,0,1,3,0,0,0,0,27,0,0,6,0,31,1,0,0,2,0,0,0,0,1,2,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,12,4,0,7,24,17,0,0,0,20,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,88,5,0,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,17,0,321,2.41353383458647," drawer. science 345(6203):1502–1505. gelman, andrew. 2014. preregistration: what’s in it for you? http://andrewgelman.com/2014/03/10/ preregistration-whats/. gelman, andrew. 2015. the connection between varying treatment effects and the crisis of unreplicable research. journal of management 41(2):632–643. gelman, andrew, john carlin, hal stern, david dunson, aki vehtari, and donald rubin. 2013. bayesian data analysis. 3rd edn. london: chapman and hall/crc. gerb","ent before accessing the data on which they will be run. a prominent example is the introduction of preanalysis plans (paps).3 such plans are written—and possibly shared with the research community—before any analysis is carried out. this reduces the risk that researchers select hypotheses that can be rejected with the available data (humphreys, sanchez de la",66376
10.1017_pan.2017.22,Using split samples to improve inference on causal effects,Political Analysis,0,0,0,4,1,0,1,3,0,0,0,0,27,0,0,6,0,31,1,0,0,2,0,0,0,0,1,2,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,12,4,0,7,24,17,0,0,0,20,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,88,5,0,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,17,0,321,2.41353383458647,": what’s in it for you? http://andrewgelman.com/2014/03/10/ preregistration-whats/. gelman, andrew. 2015. the connection between varying treatment effects and the crisis of unreplicable research. journal of management 41(2):632–643. gelman, andrew, john carlin, hal stern, david dunson, aki vehtari, and donald rubin. 2013. bayesian data analysis. 3rd edn. london: chapman and hall/crc. gerber, alan, and neil malhotra. 2008. do statistical reporting standards affec","politics network allows researchers to register both experimental and observational studies (http://egap.org/content/registration). similarly, the american economic association and the center for open science have recently set up similar registries. 465 downloaded from https://www.cambridge.org/core. australian national university, on 11 aug 2021 at 21",66376
10.1017_pan.2017.22,Using split samples to improve inference on causal effects,Political Analysis,0,0,0,4,1,0,1,3,0,0,0,0,27,0,0,6,0,31,1,0,0,2,0,0,0,0,1,2,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,12,4,0,7,24,17,0,0,0,20,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,88,5,0,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,17,0,321,2.41353383458647,". science 343(6166):30–31. monogan, james e. 2015. research preregistration in political science: the case, counterarguments, and a response to critiques. ps: political science & politics 48(3):425–429. nyhan, brendan. 2015. increasing the credibility of political science research: a proposal for journal reforms. ps: political science & politics 48(s1):78–83. olken, benjamin. 2015. pre-analysis plans in economics. journal of economic perspectives 29(3):61–80. pe"," out that the researcher can implement the bonferroni adjustments without a pap. 2.1.1 procedure 1: preanalysis plan with bonferroni corrections before having access to the data, the researcher can prepare and register a pap (humphreys, sanchez de la sierra, and van der windt 2013; olken 2015; dunning 2016). such a plan lists the hypotheses to be tested and d",66376
10.1017_pan.2017.22,Using split samples to improve inference on causal effects,Political Analysis,0,0,0,4,1,0,1,3,0,0,0,0,27,0,0,6,0,31,1,0,0,2,0,0,0,0,1,2,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,12,4,0,7,24,17,0,0,0,20,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,88,5,0,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,17,0,321,2.41353383458647,"the results, this would allow authors to have a record of a preregistered design when they submit the papertoanotherjournal.thatpapwouldlikelybesuperiortotheonethatresearcherswouldhave prepared on their own. marcel fafchamps and julien labonne  political analysis 479 downloaded from https://www.cambridge.org/core. australian national university, on 11 aug 2021 at 21:45:32, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/t","erican economic journal: applied economics 8(1):1–32. coffman, lucas c., and muriel niederle. 2015. pre-analysis plans are not the solution replications might be. journal of economic perspectives 29(3):81–98. dunning, thad. 2016. transparency, replication, and cumulative learning: what experiments alone cannot achieve. annual review of political science 19(1):",66376
10.1017_pan.2017.22,Using split samples to improve inference on causal effects,Political Analysis,0,0,0,4,1,0,1,3,0,0,0,0,27,0,0,6,0,31,1,0,0,2,0,0,0,0,1,2,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,12,4,0,7,24,17,0,0,0,20,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,88,5,0,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,17,0,321,2.41353383458647," drawer. science 345(6203):1502–1505. gelman, andrew. 2014. preregistration: what’s in it for you? http://andrewgelman.com/2014/03/10/ preregistration-whats/. gelman, andrew. 2015. the connection between varying treatment effects and the crisis of unreplicable research. journal of management 41(2):632–643. gelman, andrew, john carlin, hal stern, david dunson, aki vehtari, and donald rubin. 2013. bayesian data analysis. 3rd edn. london: chapman and hall/crc. gerb","an.2017.22 lin, winston, and donald p. green. 2016. standard operating procedures: a safety net for pre-analysis plans. ps: political science & politics 49(3):495–500. lovell, m. 1983. data mining. review of economic and statistics 65(1):1–12. miguel, e., c. camerer, k. casey, j. cohen, k. m. esterling, a. gerber, r. glennerster, d. p. green, m. humphreys, g. ",66376
10.1017_pan.2017.22,Using split samples to improve inference on causal effects,Political Analysis,0,0,0,4,1,0,1,3,0,0,0,0,27,0,0,6,0,31,1,0,0,2,0,0,0,0,1,2,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,12,4,0,7,24,17,0,0,0,20,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,88,5,0,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,17,0,321,2.41353383458647,": what’s in it for you? http://andrewgelman.com/2014/03/10/ preregistration-whats/. gelman, andrew. 2015. the connection between varying treatment effects and the crisis of unreplicable research. journal of management 41(2):632–643. gelman, andrew, john carlin, hal stern, david dunson, aki vehtari, and donald rubin. 2013. bayesian data analysis. 3rd edn. london: chapman and hall/crc. gerber, alan, and neil malhotra. 2008. do statistical reporting standards affec","proposal for journal reforms. ps: political science & politics 48(s1):78–83. olken, benjamin. 2015. pre-analysis plans in economics. journal of economic perspectives 29(3):61–80. pepinsky, tom. 2013. the perilous peer review process. http://tompepinsky.com/2013/09/16/the-perilous- peer-review-process/. rauchhaus, robert. 2009. evaluating the nuclear peace hypo",66376
