file_in	title	journal	%	average marginal component effect	Average treatment effect	carr.{20}experiment	choice experiment	coefficient	condition	conduct.{1,70}experiment	utili[sz].{1,70}experiment	confidence interval	conjoint experiment	control	control group	difference-in-differences	estimator	experimental design	experimental group	experimental research	field experiment	instrumental variable	interaction	internet experiment	intervention	likelihood estimator	manipulation	lab experiment	maximum likelihood estimator	measure	model	multilevel experiment	natural experiment	null result	online survey experiment	p <	p =	p >	p<	p=	p>	participa	population	posttest	pretest	predict	predicted probab	causal	sample size	quasi-experimental	random	random utility model	randomized control trial	RCT	RDD	regression discontinuity design	statistical significance	statistically significant	survey experiment	treatment effect	treatment group	validity	list survey	vignette	vignette experiment	β	effect	design	results	plot	figure	subject	recruit	random.{10}assign	control condition	mechanical turk	mturk	causal inference	µ	yougov	polimetrix	qualtrics	count_experiment	nchar
10.1017_s0007123419000620	Elite communication and the popular legitimacy of international organizations	British Journal of Political Science	6	0	0	0	0	2	0	5	0	0	0	11	11	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	3	0	1	0	0	0	0	0	0	14	5	4	1	5	0	9	0	0	12	6	35	0	18	4	0	0	0	1	0	0	0	4	0	0	32	82666
10.1016_j.marpol.2011.05.003	Analysis of the economic benefits associated with the recovery of threatened marine mammal species in the canadian st. {Lawrence} estuary	Marine Policy	15	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	54217
10.1111_insp.12007	In-and-outers and moonlighters: an evaluation of the impact of policy-making exposure on ir scholarship	International Studies Perspectives	15	0	0	0	0	0	0	0	0	0	0	42	23	5	0	0	0	1	0	0	2	0	5	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	11	0	0	1	0	0	0	0	0	0	3	0	1	22	1	0	0	0	0	23	2	6	0	1	0	0	0	0	0	0	1	0	0	0	0	6	89644
10.1016_j.polgeo.2015.11.001	Reading jamie peck and nik theodore's fast policy: experimental statecraft at the thresholds of neoliberalism	Political Geography	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	8	0	0	2	0	0	0	0	0	0	0	0	0	0	14	86168
10.1111_j.1748-5991.2012.01162.x	Responsive regulation: a co-author's appreciation	Regulation \& Governance	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	6	22347
10.1093_ijpor_eds014	What is this thing we call public opinion? {Reflections} on the spiral of silence	International Journal of Public Opinion Research	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	6	60312
10.1017_s1537592713000662	Perfecting parliament: constitutional reform, liberalism, and the rise of western democracy. {By} roger d. {Congleton}. {New} york: cambridge university press, 2011. 668p. \$119.00 cloth, \$48.00 paper.	Perspectives on Politics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	5	12525
10.1177_0192512113501971	Alternative framing: the effect of the internet on political support in authoritarian china	International Political Science Review	2	0	0	0	0	0	0	4	0	0	0	26	8	0	0	1	0	0	0	0	2	0	0	0	1	0	0	2	9	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	30	2	9	0	7	1	0	0	0	0	0	0	0	0	0	0	18	62707
10.1080_1540496x.2018.1555462	Trade-credit financing under financial constraints: a relational perspective and evidence from listed companies in china	Emerging Markets Finance and Trade	12	0	0	0	0	11	8	0	0	0	0	30	2	0	0	0	0	0	0	2	5	0	0	0	0	0	0	39	9	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	13	0	61	0	7	5	0	0	0	0	0	0	0	0	0	0	17	100408
10.1093_publius_pjs029	Beyond federalism: estimating and explaining the territorial structure of government	Publius: The Journal of Federalism	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	16	7	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	19	2	4	0	9	4	0	0	0	0	0	0	0	0	0	0	6	68995
10.1080_21622671.2017.1389660	Framing regional scalecraft: insights into local government advocacy	Territory, Politics, Governance	6	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	5	80318
10.1080_09668136.2014.967554	From an estate to a cossack nation: kuban'samostiinost', 1917	Europe-Asia Studies	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	114324
10.1111_pops.12079	Can the same politician help and hurt the evaluations of another politician? {The} role of categorization on the elicitation of assimilation and contrast effects in the mexican political context	Political Psychology	7	0	0	0	0	0	26	0	0	0	0	11	0	0	0	1	0	0	0	0	2	0	0	0	6	0	0	0	15	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	5	23	0	10	0	0	0	11	0	0	0	0	0	0	0	20	38706
10.1007_s12116-019-09279-0	Leninism and local interests: how cities in china benefit from concurrent leadership appointments	Studies in Comparative International Development	26	0	0	0	0	5	0	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	27	0	0	0	0	0	0	19	0	0	0	0	9	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	6	0	42	2	1	8	0	0	0	0	0	0	0	0	0	0	16	124317
10.1093_isq_sqy009	International gender balancing reforms in postconflict countries: lab-in-the-field evidence from the liberian national police	International Studies Quarterly	0	0	0	0	0	1	0	0	0	0	0	7	0	0	2	0	0	0	3	0	3	0	1	0	0	0	0	11	19	0	0	0	0	3	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	0	1	0	1	0	0	20	2	14	0	5	5	0	0	0	0	0	0	0	0	0	0	20	94218
10.1093_poq_nfu011	Matthew levendusky. {How} partisan media polarize america. {Chicago}: university of chicago press. 2013. 208 pp. \$75.00 (cloth), \$22.00 (paper).	Public Opinion Quarterly	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7826
10.1177_1354066118759179	Realism, empiricism and causal inquiry in international relations: what is at stake?	European Journal of International Relations	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	4	0	0	1	0	0	0	0	0	2	0	0	0	0	34	87461
10.1111_gove.12010	Paradigms and paradox: the politics of economic ideas in two moments of crisis	Governance	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	57226
10.1111_1475-6765.12380	In‐group solidarity or out‐group hostility in response to terrorism in france? {Evidence} from a regression discontinuity design	European Journal of Political Research	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	6	0	3	0	0	0	0	0	0	0	0	0	6	0	0	1	0	4	0	3	4	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	17	12	9	0	14	0	0	0	0	0	0	1	0	0	0	0	10	63540
10.1007_s10784-018-9404-2	Experimenting with triplecops: productive innovation or counterproductive complexity?	International Environmental Agreements: Politics, Law and Economics	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	59087
10.1017_s0020818317000273	Who controls foreign aid? {Elite} versus public perceptions of donor influence in aid-dependent uganda	International Organization	0	0	0	0	0	0	39	2	0	0	0	106	6	0	0	1	0	0	0	0	0	0	1	0	14	0	0	4	4	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	9	10	33	0	12	36	0	0	26	0	0	0	0	0	0	0	36	99840
10.1111_1758-5899.12892	Addressing the ongoing humanitarian and environmental consequences of nuclear weapons: an introductory review	Global Policy	5	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	118701
10.1086_694542	How hard to fight? {Cross}-player effects and strategic sophistication in an asymmetric contest experiment	The Journal of Politics	32	0	0	0	0	0	15	1	0	0	0	2	0	0	0	2	0	3	0	0	6	0	0	0	1	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	47	6	15	0	8	20	0	0	0	0	0	0	0	0	0	0	45	72747
10.1177_0010414019852704	Democracy and retribution: transitional justice and regime support in postwar west germany	Comparative Political Studies	33	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	5	6	12	1	9	1	0	0	0	0	0	0	0	0	0	0	5	96041
10.1080_10584609.2017.1414089	To tell the truth: ad watch coverage, ad tone, and the accuracy of political advertising	Political Communication	36	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	3	0	0	0	0	17	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	10	0	2	1	0	0	0	0	0	0	0	0	0	0	6	69668
10.1017_s026021051300017x	A turn toward experimentalism? {Rethinking} security and governance in the twenty-first century	Review of International Studies	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	2	0	0	26	0	0	0	0	0	0	0	0	0	0	129	100802
10.1093_poq_nfs047	When more gets you less: a meta-analysis of the effect of concurrent web options on mail survey response rates	Public Opinion Quarterly	4	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	3	8	1	2	0	0	0	0	0	0	0	0	0	0	0	22	39385
10.1111_j.1541-1338.2012.00569.x	Transnational environmental governance: the emergence and effects of the certification of forests and fisheries - by lars h. {Gulbrandsen	Review of Policy Research	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	22547
10.1093_poq_nft011	Does naming the focal plan in a cahps survey of health care quality affect response rates and beneficiary evaluations?	Public Opinion Quarterly	26	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	0	0	0	0	9	8	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	51423
10.1093_jopart_muaa008	Whoever has will be given more: the effect of performance information on frontline employees' support for managerial policy initiatives	Journal of Public Administration Research and Theory	5	0	0	0	0	0	3	3	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	4	21	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	14	0	2	1	0	0	0	0	23	5	28	0	6	0	0	0	0	0	0	0	0	0	0	0	31	81378
10.1093_ijpor_edr017	Agenda setting from the oval office: an experimental examination of presidential influence over the public agenda	International Journal of Public Opinion Research	0	0	0	0	0	0	16	0	0	0	0	5	1	0	0	6	0	1	0	0	1	0	1	0	4	0	0	1	1	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	8	15	0	4	2	0	0	0	0	0	0	0	0	0	0	70	61354
10.1093_poq_nfz030	Applying prospect theory to participation in a capi/web panel survey	Public Opinion Quarterly	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	18	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25405
10.1017_pan.2019.48	Profiling compliers and noncompliers for instrumental-variable analysis	Political Analysis	5	0	0	0	0	0	0	0	0	1	0	5	3	0	6	0	0	0	4	3	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	5	2	0	0	0	0	0	0	0	0	2	0	9	2	3	0	0	0	0	16	1	3	0	3	10	0	0	0	0	0	2	0	0	0	0	10	38325
10.1080_1554477x.2018.1449527	Intersectionality and engagement among the lgbtq+ community	Journal of Women, Politics \& Policy	57	0	0	0	0	2	0	0	0	0	0	2	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	10	4	8	1	6	2	0	0	0	0	0	1	0	0	0	1	21	59228
10.1093_isr_viaa015	Communication inefficiencies and research validity in international studies	International Studies Review	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	91	0	0	0	0	6	4	7	0	0	1	0	0	0	0	0	11	0	0	0	0	9	57027
10.1093_isr_viv007	Who are the enemies? {The} visual framing of enemies in digital games	International Studies Review	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	6	22	1	1	0	1	0	0	0	0	0	0	0	5	89960
10.1016_j.electstud.2020.102216	Confidence in an election authority and satisfaction with democracy: evidence from a quasi-natural experiment of a failed election in sweden	Electoral Studies	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	5	0	0	32	10	0	0	0	0	0	2	0	0	0	0	4	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	4	11	0	1	0	0	0	0	0	0	0	0	0	0	0	7	68939
10.1086_708643	Does police repression spur everyday cooperation? {Evidence} from urban india	The Journal of Politics	51	0	0	0	0	0	3	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	1	0	1	0	13	2	0	6	5	18	0	0	0	0	0	1	0	0	0	0	0	0	0	17	83319
10.1111_pops.12335	Do politicians take risks like the rest of us? {An} experimental test of prospect theory under mps	Political Psychology	60	0	0	0	1	0	0	0	0	0	0	6	1	0	0	4	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	3	0	2	1	0	3	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	87	8	20	0	2	0	0	0	0	0	0	0	0	0	0	0	45	66795
10.1017_s0003055417000648	Information {Dissemination}, {Competitive} {Pressure}, and {Politician} {Performance} between {Elections}: {A} {Field} {Experiment} in {Uganda	American Political Science Review	18	0	0	0	1	2	4	0	0	0	0	18	1	0	0	0	0	1	7	0	3	0	4	0	0	0	0	16	3	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	16	1	1	0	0	0	1	44	4	16	0	16	23	0	0	0	0	0	0	0	0	0	0	11	103056
10.1177_0002716221996678	How well do housing vouchers work for black families experiencing homelessness?: evidence from the family options study	The ANNALS of the American Academy of Political and Social Science	36	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2	0	0	0	0	0	16	0	0	0	0	6	1	0	0	0	0	0	4	0	0	7	0	0	1	0	9	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	3	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	7	48489
10.1093_ejil_chaa002	Rulers or rules? {International} law, elite cues and public opinion	European Journal of International Law	18	0	0	0	0	0	3	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	5	2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	1	3	0	2	0	8	0	0	64	3	13	1	17	1	1	0	1	4	2	0	0	1	0	0	38	74390
10.1111_j.1540-5907.2012.00614.x	Organizational structure and the optimal design of policymaking panels: evidence from consensus group commissions' revenue forecasts in the american states	American Journal of Political Science	27	0	0	0	0	3	4	0	0	0	0	3	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	7	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	5	9	0	9	3	0	0	0	0	0	0	0	0	0	0	8	70640
10.1016_j.electstud.2019.01.001	Attributing responsibility in devolved contexts. {Experimental} evidence from the uk	Electoral Studies	5	0	0	0	0	2	2	1	0	0	0	8	4	0	0	2	0	0	0	0	4	0	0	0	1	0	0	1	6	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	28	3	19	1	4	0	0	0	0	0	0	0	0	0	0	0	27	62504
10.1162_glep_a_00400			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	65260
10.1017_s1537592720004442	A discussion of ismail k. {White} and chryl n. {Laird}'s steadfast democrats: how social forces shape black political behavior	Perspectives on Politics	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	22	61693
10.1177_1532673x12463423	"An experimental test for """"backlash"""" against social pressure techniques used to mobilize voters"	American Politics Research	29	0	0	0	0	2	0	0	0	0	0	16	3	0	0	4	0	1	4	0	1	0	2	0	3	0	0	5	2	0	0	0	0	11	6	0	1	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	6	0	5	0	6	0	0	33	7	29	0	0	21	0	0	0	0	0	0	0	0	0	0	41	71214
10.1017_s0003055414000562	What {Do} {I} {Need} to {Vote}? {Bureaucratic} {Discretion} and {Discrimination} by {Local} {Election} {Officials	American Political Science Review	65	0	0	0	0	0	1	2	0	0	0	16	0	0	0	0	0	2	9	0	11	0	0	0	0	0	0	2	5	0	0	0	0	5	8	1	0	0	0	1	16	0	2	1	0	4	2	0	1	0	0	0	0	0	1	2	0	5	0	0	0	0	0	0	21	5	25	0	7	16	0	0	0	1	0	0	0	0	0	0	36	85116
10.1016_j.marpol.2018.09.001	Implementing adaptive management in deep seabed mining: legal and institutional challenges	Marine Policy	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	0	0	6	0	0	0	0	0	0	0	0	0	0	8	62956
